timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-25T05:54:02,kd_student_train,45bed6cf-865a-4565-aa6e-6cd923432213,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,78989.861682998,0.21674423460229192,2.74395004604679e-06,2.4833671177037298,0.0,10.0,0.052668237411291285,0.0,0.2120762997312369,0.2647445371425297,0.0,Libya,LBY,tripoli,,,Linux-6.14.0-37-generic-x86_64-with-glibc2.39,3.10.19,3.2.1,8,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz,1,1 x NVIDIA GeForce MX130,13.1796,32.8908,7.632923126220703,machine,9.454035189947176,0,65.95221108901322,5.0340953197411356,N,1.0,0.0
