timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-25T15:13:53,prune_student,558c2573-f717-4807-8b00-653ba7f9b5b9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12509.606007108,0.03249801066085357,2.5978444598805182e-06,1.818315347640966,0.0,10.0,0.006107594474294172,0.0,0.03358744427147788,0.039695038745771995,0.0,Libya,LBY,tripoli,,,Linux-6.14.0-37-generic-x86_64-with-glibc2.39,3.10.19,3.2.1,8,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz,1,1 x NVIDIA GeForce MX130,13.1796,32.8908,7.632930755615234,machine,5.386707190274334,0,72.57577381428504,5.539649775740834,N,1.0,0.0
